Name,Synonyms,Growth Conditions
Alkalihalobacillus alcalophilus DSM 485,"ATCC 27647, BCRC 15419, CCUG 28516, CECT 1, CGMCC 1.3604, CIP 103410,, DSM 485, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-485, , IAM 12461, IFO 15653,, JCM 5262, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=485, , KCTC 1824, KCTC 3884, LMG 17938, LMG 7120, NBRC 15653, NCIB 10436, NCIB 8772, NCIMB 10436, NCIMB 8772, NCTC 4553, NRRL B-14309, NRRL NRS-1548, VTT E-87298","[{'media_title': '31: ALKALINE NUTRIENT AGAR', 'media_link': '/medium/31?ccno=DSM 485', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': 'J100: ALKALINE NUTRIENT AGAR', 'media_link': '/medium/J100?ccno=DSM 485', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Bacillus sp. DSM 482,"DSM 482, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-482","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 482', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus cereus DSM 487,"ATCC 10702, CCM 1992,, DSM 487, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-487, , IFO 3466, NBRC 3466, NCIB 8122, NCTC 8035","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 487', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Lysinibacillus sphaericus DSM 488,"NCTC 4825, ATCC 19394,, DSM 488, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-488","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 488', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Paenibacillus macquariensis subsp. macquariensis DSM 489,"NCTC 10420, LMG 13290, ATCC 23465,, DSM 489, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-489","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 489', 'growth_observed': 'Yes', 'growth_conditions': '20\xa0°C'}]"
Virgibacillus pantothenticus DSM 490,"CN 3019, NCTC 8122, LMG 12366,, DSM 490, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-490","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 490', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Virgibacillus pantothenticus DSM 491,"CN 3023, NCTC 8124, LMG 12367,, DSM 491, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-491","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 491', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Geobacillus stearothermophilus DSM 494,"CCUG 11734,, DSM 494, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-494, , NCTC 10003","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 494', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}, {'media_title': '428: HETEROTROPHIC MEDIUM H3P', 'media_link': '/medium/428?ccno=DSM 494', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}]"
Desulfovibrio sp. DSM 496,"ATCC 29494,, DSM 496, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-496","[{'media_title': '63: DESULFOVIBRIO (POSTGATE) MEDIUM', 'media_link': '/medium/63?ccno=DSM 496', 'growth_observed': 'Yes', 'growth_conditions': '34\xa0°C'}]"
Lysinibacillus fusiformis DSM 493,"NCTC 2608, ATCC 7054,, DSM 493, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-493","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 493', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Halalkalibacterium halodurans DSM 497,"NRRL B-3881, ATCC 27557,, DSM 497, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-497","[{'media_title': '31: ALKALINE NUTRIENT AGAR', 'media_link': '/medium/31?ccno=DSM 497', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus pumilus DSM 492,"ATCC 27142, CCUG 24142, CIP 77.25,, DSM 492, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-492, , NCIB 10692, NCTC 10327","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 492', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Escherichia coli DSM 498,"IMG 1711, CIP 110067, CECT 7619, ATCC 23716,, DSM 498, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-498","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 498', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Escherichia coli DSM 499,"IMG 1702, ATCC 23226,, DSM 499, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-499","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 499', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': '381: LB (Luria-Bertani) MEDIUM', 'media_link': '/medium/381?ccno=DSM 499', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Escherichia coli DSM 500,"IMG 1709, ATCC 23227,, DSM 500, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-500","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 500', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Escherichia coli DSM 501,"ATCC 23224,, DSM 501, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-501","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 501', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': '381: LB (Luria-Bertani) MEDIUM', 'media_link': '/medium/381?ccno=DSM 501', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Escherichia coli DSM 502,"IMG 1719,, DSM 502, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-502","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 502', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Acidithiobacillus thiooxidans DSM 504,"ATCC 8085,, DSM 504, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-504, , IAM 12133, IFO 12544,, JCM 3866, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=504, , NBRC 12544, NCIMB 9112","[{'media_title': '35: ACIDITHIOBACILLUS MEDIUM', 'media_link': '/medium/35?ccno=DSM 504', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': 'J93: W MEDIUM', 'media_link': '/medium/J93?ccno=DSM 504', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Thiobacillus thioparus DSM 505,"ATCC 8158, BCRC 11089, CIP 104484,, DSM 505, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-505, , IAM 12101, IAM 12113,, JCM 3859, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=505, , NBRC 103402, NCIMB 8370","[{'media_title': '36: THIOBACILLUS MEDIUM', 'media_link': '/medium/36?ccno=DSM 505', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}, {'media_title': 'J89: SM MEDIUM', 'media_link': '/medium/J89?ccno=DSM 505', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Starkeya novella DSM 506,"ATCC 8093, CCM 1077, CIP 104402, CIP 106821,, DSM 506, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-506, , IAM 12100, IFO 12443,, JCM 20403, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=506, , NBRC 12443, NBRC 14993, NCIMB 10456, NCIMB 9113","[{'media_title': '69: STARKEYA NOVELLA MEDIUM', 'media_link': '/medium/69?ccno=DSM 506', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': '535: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/535?ccno=DSM 506', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': 'J74: NUTRIENT AGAR', 'media_link': '/medium/J74?ccno=DSM 506', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Aliivibrio fischeri DSM 507,"ATCC 7744, BCRC 12900, CAIM 329, CCUG 13450, CCUG 16305, CECT 524, CIP 103206, CIP 75.08, CIP 75.8,, DSM 507, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-507, ,, JCM 18803, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=507, , KCTC 12272, KCTC 12386, LMG 4414, NCCB 80039, NCIMB 1281, NCMB 1281, NRRL B-41164, NRRL B-761","[{'media_title': '514c: REACTIVATION WITH LIQUID MEDIUM 514', 'media_link': '/medium/514c?ccno=DSM 507', 'growth_observed': 'Yes', 'growth_conditions': '22\xa0°C'}, {'media_title': 'J118: MARINE AGAR 2216', 'media_link': '/medium/J118?ccno=DSM 507', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Priestia megaterium DSM 509,"NBRC 12109, IFO 12109, CCM 1464,, DSM 509, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-509","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 509', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Bacillus cereus DSM 508,"DSM 508, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-508","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 508', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Priestia megaterium DSM 510,"DSM 510, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-510","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 510', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Vitreoscilla stercoraria DSM 513,"SAG 1488-6, ATCC 15218,, DSM 513, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-513","[{'media_title': '34: CARYOPHANON LATUM MEDIUM', 'media_link': '/medium/34?ccno=DSM 513', 'growth_observed': 'Yes', 'growth_conditions': '26\xa0°C'}]"
Cupriavidus necator DSM 515,"JCM 20894, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=515, , CCUG 13796, IAM 13534, LMG 1194,, DSM 515, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-515","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 515', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 515', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J27: TRYPTO-SOYA AGAR', 'media_link': '/medium/J27?ccno=DSM 515', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Cupriavidus necator DSM 516,"DSM 516, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-516","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 516', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 516', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 517,"DSM 517, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-517","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 517', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 517', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 518,"DSM 518, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-518","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 518', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 518', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Acetoanaerobium sticklandii DSM 519,"BCRC 14485, NCIMB 10654,, JCM 1433, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=519, , CCUG 9281, ATCC 12662,, DSM 519, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-519","[{'media_title': '38: ACETOANAEROBIUM MEDIUM', 'media_link': '/medium/38?ccno=DSM 519', 'growth_observed': 'Yes', 'growth_conditions': '35\xa0°C'}, {'media_title': 'J1130: YCFA MEDIUM', 'media_link': '/medium/J1130?ccno=DSM 519', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Paenibacillus xerothermodurans DSM 520,"NRRL NRS-1629, CCUG 10978, ATCC 27380,, DSM 520, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-520","[{'media_title': '1484: Glycerol-Yeast extract-Peptone Medium', 'media_link': '/medium/1484?ccno=DSM 520', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Moorella thermoacetica DSM 521,"ATCC 35608,, DSM 521, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-521, ,, JCM 9319, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=521, , KCTC 5000, VPI 12954, VPI 12984","[{'media_title': '60: MOORELLA MEDIUM', 'media_link': '/medium/60?ccno=DSM 521', 'growth_observed': 'Yes', 'growth_conditions': '55\xa0°C'}, {'media_title': 'J221: THERMOANAEROBACTER ETHANOLICUS MEDIUM', 'media_link': '/medium/J221?ccno=DSM 521', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Clostridium sp. DSM 523,"NBRC 3353, IFO 3353,, DSM 523, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-523","[{'media_title': '54b: CLOSTRIDIUM SP. MEDIUM', 'media_link': '/medium/54b?ccno=DSM 523', 'growth_observed': 'Yes', 'growth_conditions': '35\xa0°C'}]"
Clostridium pasteurianum DSM 525,"JCM 1408, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=525, , BCRC 10942, CECT 377, KCTC 1674, LMG 3285, LMG 5709, NCFB 1845, CCUG 31328, VKM B-1774, NCIMB 9486, IMG 1584b, ATCC 6013,, DSM 525, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-525","[{'media_title': '54b: CLOSTRIDIUM SP. MEDIUM', 'media_link': '/medium/54b?ccno=DSM 525', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}, {'media_title': 'J13: BL AGAR (GLUCOSE BLOOD LIVER AGAR)', 'media_link': '/medium/J13?ccno=DSM 525', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}, {'media_title': 'J14: EG MEDIUM', 'media_link': '/medium/J14?ccno=DSM 525', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Clostridium pasteurianum DSM 526,"IMG 1584,, DSM 526, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-526","[{'media_title': '54b: CLOSTRIDIUM SP. MEDIUM', 'media_link': '/medium/54b?ccno=DSM 526', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Chitinophaga filiformis DSM 527,"JCM 21160, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=527, , HAMBI 1966, LMG 23482, NCIMB 13250, VKM B-1400, NBRC 15056, IFO 15056, IAM 14320, ATCC 29495,, DSM 527, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-527, , CIP 106401, CCUG 12809","[{'media_title': '1550: EX-LM MEDIUM', 'media_link': '/medium/1550?ccno=DSM 527', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J12: NUTRIENT BROTH WITH 0.5% NaCl', 'media_link': '/medium/J12?ccno=DSM 527', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Clostridium tetanomorphum DSM 528,"ATCC 15920,, DSM 528, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-528","[{'media_title': '110: CHOPPED MEAT MEDIUM WITH CARBOHYDRATES', 'media_link': '/medium/110?ccno=DSM 528', 'growth_observed': 'Yes', 'growth_conditions': '37\xa0°C'}]"
Cupriavidus necator DSM 529,"ATCC 17698,, DSM 529, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-529, , ATCC 23442, LMG 1200, CCUG 52966","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 529', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 529', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 530,"ATCC 17700,, DSM 530, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-530","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 530', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 530', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Pseudonocardia autotrophica DSM 535,"ATCC 19727, BCRC 12444, CBS 466.68, CCM 2750, CECT 3301, CGMCC 4.1211, CGMCC 4.1297, CIP 107114,, DSM 40011, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-40011, ,, DSM 43210, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-43210, ,, DSM 535, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-535, , IFO 12743, IMET 7646, IMSNU 11005, IMSNU 20050, ISP 5011,, JCM 4348, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=535, , KCC S-0348, KCTC 1816, KCTC 9564, KCTC 9574, NBRC 12743, NCIMB 9810, NRRL B-11275, RIA 1008, VKM Ac-941","[{'media_title': '65: GYM STREPTOMYCES MEDIUM', 'media_link': '/medium/65?ccno=DSM 535', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': '535: TRYPTICASE SOY BROTH AGAR', 'media_link': '/medium/535?ccno=DSM 535', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': ""J57: YEAST-KRAINSKY'S AGAR"", 'media_link': '/medium/J57?ccno=DSM 535', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Cupriavidus necator DSM 538,"DSM 538, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-538","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 538', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 538', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 531,"ATCC 17697, BCRC 17389, CCUG 1776, CECT 4634, CIP 104763,, DSM 531, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-531, , IAM 12368, IAM 13533, ICPB 3984, IMET 10383,, JCM 11282, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=531, ,, JCM 20521, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=531, ,, JCM 20893, href: https://www.jcm.riken.jp/cgi-bin/jcm/jcm_number?DSM=531, , KACC 10467, KACC 10791, LMG 1199, NBRC 102504, NCIMB 11842, NRRL B-14690, NRRL B-4383","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 531', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 531', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': 'J27: TRYPTO-SOYA AGAR', 'media_link': '/medium/J27?ccno=DSM 531', 'growth_observed': 'Yes', 'growth_conditions': 'N/A'}]"
Cupriavidus necator DSM 539,"DSM 539, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-539","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 539', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 539', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 540,"DSM 540, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-540","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 540', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 540', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 541,"DSM 541, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-541","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 541', 'growth_observed': 'Yes', 'growth_conditions': '28\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 541', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 542,"DSM 542, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-542","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 542', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 542', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 543,"DSM 543, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-543","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 543', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 543', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
Cupriavidus necator DSM 544,"DSM 544, href: https://www.dsmz.de/collection/catalogue/details/culture/DSM-544","[{'media_title': '1: NUTRIENT AGAR', 'media_link': '/medium/1?ccno=DSM 544', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}, {'media_title': '81: MINERAL MEDIUM FOR CHEMOLITHOTROPHIC GROWTH (H-3)', 'media_link': '/medium/81?ccno=DSM 544', 'growth_observed': 'Yes', 'growth_conditions': '30\xa0°C'}]"
